TimeStamp,JaccardSimilarity
21/09/2025 02:26:32,0.1111111111111111
21/09/2025 02:26:32,0.17647058823529413
21/09/2025 02:26:32,0.1320754716981132
21/09/2025 02:26:32,0.1320754716981132
21/09/2025 02:26:32,0.17647058823529413
21/09/2025 02:26:33,0.2
21/09/2025 02:26:33,0.09090909090909091
21/09/2025 02:26:33,0.1320754716981132
21/09/2025 02:26:33,0.17647058823529413
21/09/2025 02:26:33,0.17647058823529413
21/09/2025 02:26:33,0.15384615384615385
21/09/2025 02:26:33,0.22448979591836735
21/09/2025 02:26:33,0.15384615384615385
21/09/2025 02:26:34,0.15384615384615385
21/09/2025 02:26:34,0.09090909090909091
21/09/2025 02:26:34,0.17647058823529413
21/09/2025 02:26:34,0.15384615384615385
21/09/2025 02:26:34,0.15384615384615385
21/09/2025 02:26:34,0.1320754716981132
21/09/2025 02:26:34,0.1111111111111111
21/09/2025 02:26:35,0.1111111111111111
21/09/2025 02:26:35,0.1320754716981132
21/09/2025 02:26:35,0.17647058823529413
21/09/2025 02:26:35,0.1320754716981132
21/09/2025 02:26:35,0.05263157894736842
21/09/2025 02:26:35,0.15384615384615385
21/09/2025 02:26:35,0.1320754716981132
21/09/2025 02:26:35,0.2
21/09/2025 02:26:36,0.09090909090909091
21/09/2025 02:26:36,0.15384615384615385
21/09/2025 02:26:36,0.15384615384615385
21/09/2025 02:26:36,0.17647058823529413
21/09/2025 02:26:36,0.1111111111111111
21/09/2025 02:26:36,0.1320754716981132
21/09/2025 02:26:36,0.25
21/09/2025 02:26:36,0.2
21/09/2025 02:26:37,0.07142857142857142
21/09/2025 02:26:37,0.17647058823529413
21/09/2025 02:26:37,0.17647058823529413
21/09/2025 02:26:37,0.15384615384615385
21/09/2025 02:26:37,0.15384615384615385
21/09/2025 02:26:37,0.17647058823529413
21/09/2025 02:26:37,0.09090909090909091
21/09/2025 02:26:38,0.15384615384615385
21/09/2025 02:26:38,0.07142857142857142
21/09/2025 02:26:38,0.09090909090909091
21/09/2025 02:26:38,0.15384615384615385
21/09/2025 02:26:38,0.15384615384615385
21/09/2025 02:26:38,0.2
21/09/2025 02:26:38,0.2
21/09/2025 02:26:38,0.22448979591836735
21/09/2025 02:26:39,0.2
21/09/2025 02:26:39,0.22448979591836735
21/09/2025 02:26:39,0.1320754716981132
21/09/2025 02:26:39,0.07142857142857142
21/09/2025 02:26:39,0.1111111111111111
21/09/2025 02:26:39,0.15384615384615385
21/09/2025 02:26:39,0.17647058823529413
21/09/2025 02:26:39,0.1320754716981132
21/09/2025 02:26:40,0.1111111111111111
21/09/2025 02:26:40,0.17647058823529413
21/09/2025 02:26:40,0.1111111111111111
21/09/2025 02:26:40,0.15384615384615385
21/09/2025 02:26:40,0.2
21/09/2025 02:26:40,0.1111111111111111
21/09/2025 02:26:40,0.1111111111111111
21/09/2025 02:26:41,0.17647058823529413
21/09/2025 02:26:41,0.2
21/09/2025 02:26:41,0.1320754716981132
21/09/2025 02:26:41,0.15384615384615385
21/09/2025 02:26:41,0.17647058823529413
21/09/2025 02:26:41,0.1111111111111111
21/09/2025 02:26:41,0.17647058823529413
21/09/2025 02:26:41,0.25
21/09/2025 02:26:42,0.1111111111111111
21/09/2025 02:26:42,0.22448979591836735
21/09/2025 02:26:42,0.15384615384615385
21/09/2025 02:26:42,0.15384615384615385
21/09/2025 02:26:42,0.15384615384615385
21/09/2025 02:26:42,0.09090909090909091
