timeStamp,jaccardSimilarity
04/11/2025 14:35:37,0.13636363636363635
04/11/2025 14:35:37,0.13636363636363635
04/11/2025 14:35:37,0.08695652173913043
04/11/2025 14:35:38,0.25
04/11/2025 14:35:38,0.041666666666666664
04/11/2025 14:35:38,0.19047619047619047
04/11/2025 14:35:38,0.08695652173913043
04/11/2025 14:35:38,0.13636363636363635
04/11/2025 14:35:38,0.3888888888888889
04/11/2025 14:35:39,0.08695652173913043
04/11/2025 14:35:39,0.13636363636363635
04/11/2025 14:35:39,0.3888888888888889
04/11/2025 14:35:39,0.041666666666666664
04/11/2025 14:35:39,0.13636363636363635
04/11/2025 14:35:39,0.13636363636363635
04/11/2025 14:35:40,0.13636363636363635
04/11/2025 14:35:40,0.08695652173913043
04/11/2025 14:35:40,0.13636363636363635
04/11/2025 14:35:40,0.041666666666666664
04/11/2025 14:35:40,0.08695652173913043
04/11/2025 14:35:40,0.13636363636363635
04/11/2025 14:35:41,0.25
04/11/2025 14:35:41,0.13636363636363635
04/11/2025 14:35:41,0.08695652173913043
04/11/2025 14:35:41,0.13636363636363635
04/11/2025 14:35:41,0.08695652173913043
04/11/2025 14:35:41,0.08695652173913043
04/11/2025 14:35:41,0.13636363636363635
04/11/2025 14:35:42,0.19047619047619047
04/11/2025 14:35:42,0.13636363636363635
04/11/2025 14:35:42,0.08695652173913043
04/11/2025 14:35:42,0.08695652173913043
04/11/2025 14:35:42,0.25
04/11/2025 14:35:42,0.08695652173913043
04/11/2025 14:35:43,0.08695652173913043
04/11/2025 14:35:43,0.13636363636363635
04/11/2025 14:35:43,0.19047619047619047
04/11/2025 14:35:43,0.13636363636363635
04/11/2025 14:35:43,0.08695652173913043
04/11/2025 14:35:43,0.08695652173913043
04/11/2025 14:35:43,0.25
04/11/2025 14:35:44,0.19047619047619047
04/11/2025 14:35:44,0.13636363636363635
04/11/2025 14:35:44,0.19047619047619047
04/11/2025 14:35:44,0.13636363636363635
04/11/2025 14:35:44,0.25
04/11/2025 14:35:44,0.08695652173913043
04/11/2025 14:35:45,0.13636363636363635
04/11/2025 14:35:45,0.3157894736842105
04/11/2025 14:35:45,0.041666666666666664
04/11/2025 14:35:45,0.13636363636363635
04/11/2025 14:35:45,0.25
04/11/2025 14:35:45,0.13636363636363635
04/11/2025 14:35:46,0.19047619047619047
04/11/2025 14:35:46,0.13636363636363635
04/11/2025 14:35:46,0.08695652173913043
04/11/2025 14:35:46,0.08695652173913043
04/11/2025 14:35:46,0.08695652173913043
04/11/2025 14:35:46,0.25
04/11/2025 14:35:47,0.08695652173913043
04/11/2025 14:35:47,0.25
04/11/2025 14:35:47,0.19047619047619047
04/11/2025 14:35:47,0.08695652173913043
04/11/2025 14:35:47,0.13636363636363635
04/11/2025 14:35:47,0.13636363636363635
04/11/2025 14:35:48,0.13636363636363635
04/11/2025 14:35:48,0.13636363636363635
04/11/2025 14:35:48,0.25
04/11/2025 14:35:48,0.25
04/11/2025 14:35:48,0.13636363636363635
04/11/2025 14:35:48,0.13636363636363635
04/11/2025 14:35:48,0.08695652173913043
04/11/2025 14:35:49,0.041666666666666664
04/11/2025 14:35:49,0.041666666666666664
04/11/2025 14:35:49,0.08695652173913043
04/11/2025 14:35:49,0.08695652173913043
04/11/2025 14:35:49,0.08695652173913043
04/11/2025 14:35:49,0.13636363636363635
04/11/2025 14:35:50,0.13636363636363635
04/11/2025 14:35:50,0.19047619047619047
04/11/2025 14:35:50,0.25
04/11/2025 14:35:50,0.13636363636363635
04/11/2025 14:35:50,0.13636363636363635
04/11/2025 14:35:50,0.08695652173913043
04/11/2025 14:35:51,0.08695652173913043
04/11/2025 14:35:51,0.13636363636363635
04/11/2025 14:35:51,0.19047619047619047
04/11/2025 14:35:51,0.08695652173913043
04/11/2025 14:35:51,0.041666666666666664
04/11/2025 14:35:51,0.13636363636363635
04/11/2025 14:35:52,0.19047619047619047
04/11/2025 14:35:52,0.13636363636363635
04/11/2025 14:35:52,0.08695652173913043
04/11/2025 14:35:52,0.041666666666666664
04/11/2025 14:35:52,0.25
04/11/2025 14:35:52,0.13636363636363635
04/11/2025 14:35:53,0.08695652173913043
04/11/2025 14:35:53,0.08695652173913043
04/11/2025 14:35:53,0.13636363636363635
04/11/2025 14:35:53,0.13636363636363635
04/11/2025 14:36:30,0.19047619047619047
04/11/2025 14:36:30,0.13636363636363635
04/11/2025 14:36:31,0.13636363636363635
04/11/2025 14:36:31,0.25
04/11/2025 14:36:31,0.08695652173913043
04/11/2025 14:36:31,0.08695652173913043
04/11/2025 14:36:31,0.19047619047619047
04/11/2025 14:36:31,0.25
04/11/2025 14:36:32,0.08695652173913043
04/11/2025 14:36:32,0.08695652173913043
04/11/2025 14:36:32,0.13636363636363635
04/11/2025 14:36:32,0.19047619047619047
04/11/2025 14:36:32,0.25
04/11/2025 14:36:32,0.25
04/11/2025 14:36:33,0.3157894736842105
04/11/2025 14:36:33,0.08695652173913043
04/11/2025 14:36:33,0.19047619047619047
04/11/2025 14:36:33,0.19047619047619047
04/11/2025 14:36:33,0.13636363636363635
04/11/2025 14:36:33,0.08695652173913043
04/11/2025 14:36:34,0.08695652173913043
04/11/2025 14:36:34,0.13636363636363635
04/11/2025 14:36:34,0.08695652173913043
04/11/2025 14:36:34,0.08695652173913043
04/11/2025 14:36:34,0.0
04/11/2025 14:36:34,0.19047619047619047
04/11/2025 14:36:34,0.19047619047619047
04/11/2025 14:36:35,0.08695652173913043
04/11/2025 14:36:35,0.08695652173913043
04/11/2025 14:36:35,0.08695652173913043
04/11/2025 14:36:35,0.13636363636363635
04/11/2025 14:36:35,0.13636363636363635
04/11/2025 14:36:35,0.08695652173913043
04/11/2025 14:36:36,0.19047619047619047
04/11/2025 14:36:36,0.08695652173913043
04/11/2025 14:36:36,0.19047619047619047
04/11/2025 14:36:36,0.13636363636363635
04/11/2025 14:36:36,0.08695652173913043
04/11/2025 14:36:36,0.08695652173913043
04/11/2025 14:36:37,0.041666666666666664
04/11/2025 14:36:37,0.19047619047619047
04/11/2025 14:36:37,0.19047619047619047
04/11/2025 14:36:37,0.19047619047619047
04/11/2025 14:36:37,0.47058823529411764
04/11/2025 14:36:37,0.0
04/11/2025 14:36:37,0.041666666666666664
04/11/2025 14:36:38,0.19047619047619047
04/11/2025 14:36:38,0.19047619047619047
04/11/2025 14:36:38,0.13636363636363635
04/11/2025 14:36:38,0.19047619047619047
04/11/2025 14:36:38,0.08695652173913043
04/11/2025 14:36:38,0.041666666666666664
04/11/2025 14:36:39,0.08695652173913043
04/11/2025 14:36:39,0.19047619047619047
04/11/2025 14:36:39,0.08695652173913043
04/11/2025 14:36:39,0.08695652173913043
04/11/2025 14:36:39,0.19047619047619047
04/11/2025 14:36:39,0.08695652173913043
04/11/2025 14:36:40,0.13636363636363635
04/11/2025 14:36:40,0.08695652173913043
04/11/2025 14:36:40,0.3157894736842105
04/11/2025 14:36:40,0.08695652173913043
04/11/2025 14:36:40,0.19047619047619047
04/11/2025 14:36:40,0.13636363636363635
04/11/2025 14:36:40,0.08695652173913043
04/11/2025 14:36:41,0.08695652173913043
04/11/2025 14:36:41,0.08695652173913043
04/11/2025 14:36:41,0.19047619047619047
04/11/2025 14:36:41,0.25
04/11/2025 14:36:41,0.13636363636363635
04/11/2025 14:36:41,0.19047619047619047
04/11/2025 14:36:42,0.08695652173913043
04/11/2025 14:36:42,0.13636363636363635
04/11/2025 14:36:42,0.041666666666666664
04/11/2025 14:36:42,0.041666666666666664
04/11/2025 14:36:42,0.08695652173913043
04/11/2025 14:36:42,0.3157894736842105
04/11/2025 14:36:43,0.08695652173913043
04/11/2025 14:36:43,0.13636363636363635
04/11/2025 14:36:43,0.041666666666666664
04/11/2025 14:36:43,0.19047619047619047
04/11/2025 14:36:43,0.25
04/11/2025 14:36:43,0.041666666666666664
04/11/2025 14:36:43,0.13636363636363635
04/11/2025 14:36:44,0.13636363636363635
04/11/2025 14:36:44,0.041666666666666664
04/11/2025 14:36:44,0.3157894736842105
04/11/2025 14:36:44,0.13636363636363635
04/11/2025 14:36:44,0.13636363636363635
04/11/2025 14:36:44,0.08695652173913043
04/11/2025 14:36:44,0.19047619047619047
04/11/2025 14:36:45,0.13636363636363635
